Transaction ID,Customer ID,Amount (TRY),Timestamp,Payment Type,Shipping Type,Card Type (BIN),Shipping City,IS_FRAUD (Target)
10281,130,753.5064122656696,2023-01-21 08:19:00,Credit Card,Standard,MasterCard,Izmir,0
10282,193,1816.4876543361327,2023-01-28 07:50:00,Credit Card,Standard,Visa,Istanbul,0
10283,141,1551.392165490774,2023-01-18 17:17:00,Credit Card,Express,Amex,Antalya,0
10284,198,1135.4422629765986,2023-01-10 02:37:00,Debit Card,Express,MasterCard,Izmir,0
10285,106,548.507745728081,2023-01-16 10:50:00,Debit Card,Pick-up,Visa,Antalya,0
10286,115,639.0179785778504,2023-01-14 03:50:00,Debit Card,Standard,MasterCard,Bursa,0
10287,189,1477.3182317919873,2023-01-13 01:19:00,Credit Card,Express,Visa,Bursa,0
10288,159,1709.7898086629032,2023-01-17 09:16:00,Bank Transfer,Standard,Amex,Bursa,0
10289,101,1359.278105584698,2023-01-18 17:30:00,Debit Card,Pick-up,Amex,Antalya,0
10290,100,1628.5834527484615,2023-01-01 21:02:00,Bank Transfer,Express,MasterCard,Antalya,0
10291,147,1544.9794636407917,2023-01-28 21:10:00,Credit Card,Pick-up,MasterCard,Antalya,0
10292,111,341.92273751606757,2023-01-16 16:55:00,Debit Card,Standard,Visa,Istanbul,0
10293,168,876.6923851809389,2023-01-03 07:27:00,Bank Transfer,Pick-up,Amex,Antalya,0
10294,136,348.3184116156972,2023-01-21 16:08:00,Debit Card,Pick-up,Visa,Bursa,0
10295,131,508.7093903638704,2023-01-21 00:50:00,Debit Card,Standard,Amex,Ankara,0
10296,108,1745.0562680695525,2023-01-30 17:08:00,Debit Card,Pick-up,MasterCard,Antalya,0
10297,198,972.1393329847052,2023-01-12 16:48:00,Bank Transfer,Standard,Visa,Ankara,0
10298,118,1093.9482985931886,2023-01-28 11:02:00,Credit Card,Express,Visa,Bursa,0
10299,147,397.9696321941556,2023-01-11 12:40:00,Debit Card,Standard,Amex,Antalya,0
10300,179,658.9299827951522,2023-01-24 14:38:00,Credit Card,Standard,Amex,Istanbul,0
10301,102,498.98002843434637,2023-01-19 21:50:00,Credit Card,Express,Amex,Istanbul,0
10302,119,452.0630208109315,2023-01-07 07:16:00,Bank Transfer,Standard,MasterCard,Ankara,0
10303,123,1294.0235469661418,2023-01-03 15:25:00,Bank Transfer,Express,Visa,Istanbul,0
10304,153,550.9235029091438,2023-01-22 14:05:00,Credit Card,Express,Amex,Istanbul,0
10305,132,1282.430197739816,2023-01-11 05:15:00,Debit Card,Standard,MasterCard,Istanbul,0
10306,123,163.9864975116801,2023-01-04 23:50:00,Bank Transfer,Pick-up,Amex,Bursa,0
10307,174,326.46006737784865,2023-01-10 04:32:00,Debit Card,Pick-up,Visa,Istanbul,0
10308,171,585.3534953002445,2023-01-25 22:23:00,Debit Card,Express,Amex,Izmir,0
10309,135,1214.2414879465987,2023-01-05 19:53:00,Debit Card,Pick-up,Visa,Antalya,0
10310,137,1367.8904279203832,2023-01-23 06:53:00,Credit Card,Pick-up,MasterCard,Istanbul,0
10311,183,913.2980852200778,2023-01-18 17:00:00,Debit Card,Standard,MasterCard,Istanbul,0
10312,198,5953.203614100107,2023-01-16 05:38:00,Credit Card,Express,Amex,Istanbul,1
10313,188,1462.8078602273054,2023-01-24 19:54:00,Credit Card,Express,Visa,Izmir,0
10314,198,80.85112894288577,2023-01-16 14:09:00,Debit Card,Standard,Visa,Istanbul,0
10315,124,715.12554772473,2023-01-13 03:18:00,Debit Card,Pick-up,Visa,Istanbul,0
10316,192,1646.4787613825038,2023-01-25 10:19:00,Debit Card,Express,Amex,Antalya,0
10317,117,1226.2778499160759,2023-01-18 14:18:00,Debit Card,Pick-up,Visa,Izmir,0
10318,181,707.5929088730697,2023-01-19 16:19:00,Credit Card,Express,Visa,Izmir,0
10319,165,1815.773345042864,2023-01-03 21:05:00,Debit Card,Express,Visa,Istanbul,0
10320,153,1556.6143185262958,2023-01-23 07:01:00,Debit Card,Express,Visa,Izmir,0
10321,134,3668.8705893856604,2023-01-02 03:15:00,Credit Card,Express,Amex,Ankara,1
10322,179,1308.315183175148,2023-01-22 23:27:00,Bank Transfer,Pick-up,Amex,Izmir,0
10323,160,1211.7139199684655,2023-01-14 13:39:00,Bank Transfer,Pick-up,Visa,Izmir,0
10324,140,832.3164323760162,2023-01-26 12:18:00,Credit Card,Pick-up,Visa,Izmir,0
10325,199,4957.683822550026,2023-01-19 04:36:00,Bank Transfer,Pick-up,MasterCard,Bursa,1
10326,132,719.9429258126227,2023-01-10 19:19:00,Credit Card,Standard,MasterCard,Bursa,0
10327,167,8117.185027636274,2023-01-18 04:19:00,Debit Card,Express,Visa,Bursa,1
10328,132,912.6993761373055,2023-01-26 18:19:00,Debit Card,Express,Visa,Izmir,0
10329,113,1672.133070840273,2023-01-08 03:35:00,Bank Transfer,Express,MasterCard,Ankara,0
10330,120,1355.7251014612257,2023-01-25 02:30:00,Debit Card,Standard,MasterCard,Izmir,0
10331,147,186.36663113339657,2023-01-18 03:25:00,Bank Transfer,Pick-up,Visa,Istanbul,0
10332,119,1298.3280364649238,2023-01-18 16:39:00,Bank Transfer,Express,Amex,Ankara,0
10333,107,578.7375011753603,2023-01-24 08:29:00,Debit Card,Pick-up,Amex,Bursa,0
10334,106,1205.9833837241742,2023-01-30 04:43:00,Debit Card,Pick-up,Visa,Antalya,0
10335,166,1376.2572656517302,2023-01-12 19:53:00,Bank Transfer,Standard,Visa,Ankara,0
10336,116,500.11691885032354,2023-01-26 15:02:00,Debit Card,Standard,MasterCard,Bursa,0
10337,132,940.8743575167189,2023-01-11 16:48:00,Credit Card,Pick-up,MasterCard,Ankara,0
10338,147,421.13348249718223,2023-01-13 02:20:00,Debit Card,Express,Amex,Ankara,0
10339,175,152.06080778369122,2023-01-12 08:31:00,Debit Card,Express,Visa,Izmir,0
10340,158,788.0290257974447,2023-01-03 20:51:00,Credit Card,Standard,MasterCard,Istanbul,0
10341,185,757.7413300996843,2023-01-08 21:09:00,Debit Card,Standard,Amex,Antalya,0
10342,121,1991.1869568733011,2023-01-27 13:05:00,Debit Card,Standard,Amex,Bursa,0
10343,129,920.3870848354022,2023-01-27 23:27:00,Bank Transfer,Standard,Amex,Ankara,0
10344,137,700.4606214707908,2023-01-09 15:33:00,Debit Card,Standard,MasterCard,Antalya,0
10345,150,7653.9832085313565,2023-01-14 04:34:00,Debit Card,Standard,MasterCard,Ankara,1
10346,153,1444.740077680528,2023-01-13 04:23:00,Credit Card,Standard,Visa,Istanbul,1
10347,107,1925.2481851118857,2023-01-09 10:38:00,Bank Transfer,Express,Visa,Antalya,0
10348,126,1288.1720889025146,2023-01-11 22:15:00,Bank Transfer,Standard,Amex,Bursa,0
10349,126,9855.822416477784,2023-01-11 02:50:00,Bank Transfer,Standard,Amex,Ankara,1
10350,197,382.4319794391392,2023-01-17 14:46:00,Debit Card,Express,MasterCard,Istanbul,0
10351,120,848.4818133601476,2023-01-25 03:39:00,Bank Transfer,Express,MasterCard,Antalya,0
10352,129,874.2437711225696,2023-01-03 08:13:00,Credit Card,Pick-up,Visa,Ankara,0
10353,196,1652.5225656071193,2023-01-08 04:15:00,Bank Transfer,Standard,Visa,Ankara,0
10354,127,339.40944445662814,2023-01-17 05:41:00,Credit Card,Standard,Visa,Bursa,1
10355,163,636.6635612888474,2023-01-08 10:12:00,Bank Transfer,Standard,MasterCard,Istanbul,0
10356,196,1963.4109299713925,2023-01-24 15:37:00,Bank Transfer,Standard,Amex,Izmir,0
10357,168,6320.620813737422,2023-01-02 05:07:00,Credit Card,Pick-up,Visa,Ankara,1
10358,160,795.9262464758161,2023-01-14 14:23:00,Bank Transfer,Express,Visa,Antalya,0
10359,147,283.6665539344104,2023-01-16 19:25:00,Bank Transfer,Express,MasterCard,Bursa,0
10360,118,1949.6210258246304,2023-01-17 14:26:00,Bank Transfer,Standard,Visa,Bursa,0
10361,103,576.6839235890483,2023-01-14 04:07:00,Debit Card,Standard,Amex,Ankara,1
10362,134,1487.501438764124,2023-01-10 19:39:00,Credit Card,Standard,MasterCard,Ankara,0
10363,163,10029.607624782411,2023-01-27 04:10:00,Bank Transfer,Pick-up,Visa,Ankara,1
10364,148,525.13059632454,2023-01-14 13:20:00,Credit Card,Pick-up,Visa,Izmir,0
10365,116,1359.5389650454226,2023-01-14 16:22:00,Credit Card,Express,MasterCard,Ankara,0
10366,143,231.21183153981036,2023-01-18 18:06:00,Credit Card,Standard,MasterCard,Istanbul,0
10367,191,551.2421695425558,2023-01-06 07:37:00,Bank Transfer,Standard,Visa,Antalya,0
10368,129,1586.4088771699167,2023-01-27 04:08:00,Bank Transfer,Standard,Amex,Ankara,0
10369,192,1736.1380744654034,2023-01-21 22:14:00,Credit Card,Standard,MasterCard,Izmir,0
10370,145,1236.548504686593,2023-01-08 04:25:00,Debit Card,Pick-up,Amex,Antalya,0
10371,105,1038.334942049941,2023-01-29 14:25:00,Credit Card,Express,Visa,Bursa,0
10372,198,360.6428402070116,2023-01-20 00:53:00,Debit Card,Express,Amex,Ankara,0
10373,136,173.06261450434283,2023-01-04 14:48:00,Credit Card,Pick-up,Visa,Antalya,0
10374,123,279.4156055234393,2023-01-24 05:35:00,Credit Card,Standard,Visa,Bursa,0
10375,192,3194.841966885477,2023-01-20 03:58:00,Credit Card,Express,Visa,Izmir,1
10376,145,716.2652786989956,2023-01-06 14:40:00,Bank Transfer,Express,Visa,Istanbul,0
10377,152,792.7735747464251,2023-01-16 05:02:00,Debit Card,Pick-up,Amex,Ankara,0
10378,194,725.3274487485569,2023-01-07 14:06:00,Debit Card,Standard,Visa,Istanbul,0
10379,198,516.157897784668,2023-01-27 23:42:00,Credit Card,Express,Visa,Izmir,0
10380,159,1043.9622811658114,2023-01-15 16:38:00,Bank Transfer,Standard,Amex,Antalya,0
10381,196,1659.307911054149,2023-01-29 02:20:00,Bank Transfer,Express,MasterCard,Antalya,0
10382,162,595.4219000193845,2023-01-25 21:51:00,Debit Card,Pick-up,Amex,Izmir,0
10383,184,1887.6546872493545,2023-01-25 10:48:00,Bank Transfer,Standard,Amex,Izmir,0
10384,131,1753.0064903615032,2023-01-15 05:59:00,Debit Card,Pick-up,Amex,Ankara,0
10385,186,365.44021213661375,2023-01-22 18:59:00,Debit Card,Express,Visa,Bursa,0
10386,132,1583.2381156763342,2023-01-20 16:58:00,Debit Card,Pick-up,Visa,Istanbul,0
10387,166,1170.445395519645,2023-01-28 16:52:00,Bank Transfer,Pick-up,Visa,Istanbul,0
10388,117,1154.8219562342663,2023-01-10 17:51:00,Debit Card,Pick-up,MasterCard,Antalya,0
10389,124,812.5333879634401,2023-01-11 02:16:00,Debit Card,Express,Visa,Antalya,0
10390,194,1027.248348404919,2023-01-01 07:26:00,Credit Card,Standard,MasterCard,Ankara,0
10391,153,824.4986159869616,2023-01-26 11:23:00,Debit Card,Pick-up,Visa,Izmir,0
10392,157,1102.4786065818885,2023-01-13 05:38:00,Debit Card,Standard,Amex,Istanbul,0
10393,166,1274.5026029066398,2023-01-05 13:47:00,Credit Card,Express,Visa,Ankara,0
10394,145,1364.8924224976445,2023-01-22 20:40:00,Credit Card,Standard,MasterCard,Antalya,0
10395,123,1088.338325490881,2023-01-23 21:54:00,Bank Transfer,Pick-up,MasterCard,Antalya,0
10396,131,1456.7730312910269,2023-01-15 06:07:00,Debit Card,Pick-up,Visa,Istanbul,0
10397,146,325.4921960872363,2023-01-17 08:49:00,Bank Transfer,Pick-up,Amex,Antalya,0
10398,185,463.36585725936516,2023-01-08 17:51:00,Bank Transfer,Pick-up,Visa,Antalya,0
10399,122,1646.5332579448268,2023-01-04 20:38:00,Credit Card,Pick-up,Visa,Bursa,0
10400,165,678.9295568005097,2023-01-23 21:14:00,Bank Transfer,Pick-up,Visa,Izmir,0
10401,126,612.8940859841504,2023-01-25 03:23:00,Debit Card,Express,Amex,Antalya,1
10402,101,349.8927418526606,2023-01-25 02:20:00,Credit Card,Express,MasterCard,Bursa,0
10403,189,486.04814726780694,2023-01-20 02:20:00,Debit Card,Express,Amex,Ankara,0
10404,116,1916.779631394445,2023-01-02 09:52:00,Debit Card,Standard,MasterCard,Antalya,0
10405,132,1167.430786415156,2023-01-01 20:52:00,Credit Card,Standard,MasterCard,Ankara,0
10406,108,1868.824943928697,2023-01-04 19:49:00,Debit Card,Express,MasterCard,Antalya,0
10407,142,1171.5685334684185,2023-01-27 06:42:00,Credit Card,Standard,Amex,Istanbul,0
10408,147,6377.041043479493,2023-01-10 03:40:00,Debit Card,Standard,Visa,Bursa,1
10409,138,661.7689978284873,2023-01-11 02:03:00,Credit Card,Pick-up,Visa,Bursa,0
10410,192,7980.994971744099,2023-01-02 02:21:00,Bank Transfer,Pick-up,Visa,Istanbul,1
10411,141,321.43614800418317,2023-01-23 22:37:00,Debit Card,Standard,Visa,Izmir,0
10412,125,1801.6101732207767,2023-01-02 03:10:00,Credit Card,Standard,Visa,Bursa,0
10413,198,10796.533887238142,2023-01-15 05:29:00,Debit Card,Express,Amex,Ankara,1
10414,149,669.1863233596372,2023-01-16 15:23:00,Debit Card,Standard,Amex,Bursa,0
10415,124,1907.955178822524,2023-01-13 11:18:00,Debit Card,Pick-up,Amex,Izmir,0
10416,123,1659.1414964603578,2023-01-02 04:15:00,Credit Card,Standard,Amex,Ankara,0
10417,112,8737.861090746746,2023-01-11 02:01:00,Bank Transfer,Express,Amex,Ankara,1
10418,159,287.43572669428585,2023-01-03 06:22:00,Bank Transfer,Pick-up,Amex,Istanbul,0
10419,106,982.5563449437409,2023-01-02 00:05:00,Bank Transfer,Pick-up,Amex,Antalya,0
10420,156,1036.909731951164,2023-01-12 09:56:00,Credit Card,Pick-up,Visa,Istanbul,0
10421,135,503.47514881249117,2023-01-07 21:49:00,Bank Transfer,Pick-up,MasterCard,Antalya,0
10422,144,205.9325190006388,2023-01-17 15:23:00,Credit Card,Standard,Amex,Istanbul,0
10423,119,1564.6110794198007,2023-01-21 18:52:00,Debit Card,Express,MasterCard,Antalya,0
10424,164,287.9683516425703,2023-01-05 19:01:00,Debit Card,Standard,Amex,Bursa,0
10425,107,1208.8669635954607,2023-01-24 06:07:00,Bank Transfer,Standard,Amex,Ankara,0
10426,115,1876.0758890731381,2023-01-06 23:17:00,Credit Card,Pick-up,Visa,Antalya,0
10427,113,1758.405125566183,2023-01-05 18:15:00,Debit Card,Express,MasterCard,Bursa,0
10428,175,591.6176163110592,2023-01-13 23:18:00,Credit Card,Pick-up,Visa,Izmir,0
10429,186,1710.3248432249675,2023-01-06 17:43:00,Credit Card,Standard,Visa,Istanbul,0
10430,114,50.648386934954345,2023-01-18 22:05:00,Debit Card,Standard,MasterCard,Izmir,0
10431,191,84.49122874585159,2023-01-19 03:43:00,Credit Card,Pick-up,Visa,Bursa,0
10432,197,7932.784353688082,2023-01-09 02:54:00,Debit Card,Standard,Amex,Izmir,1
10433,165,761.3565273318325,2023-01-20 02:49:00,Debit Card,Standard,Amex,Izmir,0
10434,131,803.5986402603369,2023-01-15 11:46:00,Debit Card,Pick-up,Amex,Bursa,0
10435,186,1150.6601268238207,2023-01-10 18:39:00,Credit Card,Standard,Amex,Ankara,0
10436,162,423.97578840412814,2023-01-06 00:43:00,Debit Card,Express,Amex,Antalya,0
10437,185,462.9229337976828,2023-01-21 17:52:00,Credit Card,Pick-up,Visa,Istanbul,0
10438,150,994.9730946867861,2023-01-07 06:18:00,Debit Card,Express,Visa,Antalya,0
10439,124,1520.7944114705329,2023-01-09 09:40:00,Debit Card,Standard,Amex,Istanbul,0
10440,157,1258.0206152447959,2023-01-14 18:00:00,Bank Transfer,Standard,Amex,Antalya,0
10441,162,629.8423440618359,2023-01-19 16:30:00,Bank Transfer,Pick-up,Visa,Izmir,0
10442,161,889.1574961423963,2023-01-21 10:37:00,Bank Transfer,Standard,MasterCard,Ankara,0
10443,121,382.7962791724969,2023-01-27 02:28:00,Credit Card,Pick-up,Visa,Izmir,0
10444,157,195.52813795730933,2023-01-08 15:21:00,Credit Card,Pick-up,Visa,Ankara,0
10445,157,1576.2572794510909,2023-01-14 20:22:00,Debit Card,Pick-up,Visa,Bursa,0
10446,185,3675.0830442865363,2023-01-15 05:42:00,Debit Card,Pick-up,Visa,Istanbul,1
10447,148,396.644456309934,2023-01-09 02:29:00,Debit Card,Pick-up,Visa,Istanbul,0
10448,151,1398.6552083601728,2023-01-12 01:16:00,Debit Card,Express,MasterCard,Bursa,0
10449,141,8128.498263839321,2023-01-08 03:18:00,Credit Card,Pick-up,Amex,Antalya,1
10450,169,1284.7197707262549,2023-01-03 01:45:00,Debit Card,Express,Amex,Bursa,0
10451,114,496.34447945089653,2023-01-23 11:29:00,Debit Card,Standard,MasterCard,Bursa,0
10452,153,503.65880019722795,2023-01-06 15:12:00,Bank Transfer,Pick-up,Amex,Ankara,0
10453,159,480.5651280819963,2023-01-29 15:15:00,Debit Card,Standard,Amex,Bursa,0
10454,196,388.8175615414743,2023-01-14 03:31:00,Debit Card,Pick-up,Amex,Istanbul,0
10455,107,1328.6611614952299,2023-01-19 23:40:00,Debit Card,Express,MasterCard,Izmir,0
10456,152,1703.6309762363328,2023-01-01 05:36:00,Credit Card,Express,MasterCard,Ankara,0
10457,159,1462.4190658694895,2023-01-30 19:33:00,Bank Transfer,Express,Amex,Ankara,0
10458,104,1594.5825858330593,2023-01-14 10:43:00,Debit Card,Standard,Amex,Antalya,0
10459,167,839.3569367161397,2023-01-03 18:08:00,Debit Card,Pick-up,Amex,Izmir,0
10460,105,1325.4478009753964,2023-01-24 09:18:00,Bank Transfer,Standard,Visa,Ankara,0
10461,195,740.7606688673103,2023-01-12 07:19:00,Debit Card,Express,Visa,Bursa,0
10462,193,1074.734012838848,2023-01-03 04:09:00,Credit Card,Standard,Visa,Ankara,0
10463,146,989.1879507429816,2023-01-27 12:55:00,Debit Card,Express,MasterCard,Ankara,0
10464,198,394.92993303051605,2023-01-28 00:17:00,Credit Card,Express,Amex,Ankara,0
10465,154,804.8035826544801,2023-01-05 01:30:00,Credit Card,Express,MasterCard,Antalya,0
10466,139,1929.4534371905845,2023-01-15 07:08:00,Debit Card,Pick-up,MasterCard,Ankara,0
10467,151,534.731502544137,2023-01-28 22:14:00,Bank Transfer,Pick-up,MasterCard,Ankara,0
10468,115,310.91728574500297,2023-01-09 07:09:00,Credit Card,Express,Amex,Antalya,0
10469,112,866.2322121666738,2023-01-06 21:59:00,Bank Transfer,Standard,Visa,Izmir,0
10470,129,10304.112423415343,2023-01-19 05:35:00,Debit Card,Standard,Amex,Istanbul,1
10471,118,1185.189048070946,2023-01-23 23:22:00,Credit Card,Pick-up,Amex,Antalya,0
10472,116,1377.900913114577,2023-01-09 03:37:00,Debit Card,Express,MasterCard,Antalya,0
10473,162,419.90495394062054,2023-01-01 18:54:00,Bank Transfer,Standard,MasterCard,Ankara,0
10474,118,1256.948976365057,2023-01-08 14:18:00,Debit Card,Express,MasterCard,Ankara,0
10475,191,680.8257700773738,2023-01-18 00:06:00,Debit Card,Standard,Visa,Istanbul,0
10476,157,1676.8915636117965,2023-01-19 02:56:00,Credit Card,Pick-up,Visa,Ankara,0
10477,154,1277.1326717209356,2023-01-29 13:15:00,Debit Card,Express,Visa,Bursa,0
10478,189,437.769741661827,2023-01-04 21:12:00,Debit Card,Express,Amex,Ankara,0
10479,189,176.002525695968,2023-01-13 13:48:00,Debit Card,Standard,MasterCard,Ankara,0
10480,161,133.13475810971383,2023-01-12 23:50:00,Credit Card,Standard,Amex,Bursa,0
10481,122,774.2467069177744,2023-01-20 04:49:00,Bank Transfer,Standard,Visa,Istanbul,0
10482,108,568.4097164759113,2023-01-08 15:17:00,Bank Transfer,Express,MasterCard,Bursa,0
10483,111,1309.8757407518906,2023-01-24 06:09:00,Debit Card,Pick-up,Visa,Antalya,0
10484,100,1023.7009782083056,2023-01-07 07:44:00,Credit Card,Pick-up,MasterCard,Bursa,0
10485,157,568.7375921104924,2023-01-01 14:30:00,Debit Card,Standard,MasterCard,Izmir,0
10486,100,341.0136670028434,2023-01-20 22:04:00,Bank Transfer,Pick-up,Amex,Antalya,0
10487,133,298.0395372405267,2023-01-28 10:39:00,Credit Card,Standard,Amex,Ankara,0
10488,195,1736.0877646738145,2023-01-24 23:24:00,Bank Transfer,Pick-up,Visa,Antalya,0
10489,147,524.7820383894912,2023-01-22 11:57:00,Bank Transfer,Express,Amex,Istanbul,0
10490,188,1320.8357634263882,2023-01-24 12:45:00,Credit Card,Standard,Amex,Istanbul,0
10491,100,1630.8375595732193,2023-01-25 17:16:00,Credit Card,Pick-up,Amex,Bursa,0
10492,115,1247.4585568102355,2023-01-21 17:46:00,Debit Card,Express,MasterCard,Antalya,0
10493,160,1726.1522017115442,2023-01-22 07:16:00,Debit Card,Pick-up,Amex,Ankara,0
10494,163,815.1677569805253,2023-01-10 15:18:00,Bank Transfer,Express,Visa,Istanbul,0
10495,162,1914.6332717654493,2023-01-28 14:40:00,Credit Card,Express,MasterCard,Ankara,0
10496,168,309.63275814728905,2023-01-20 03:19:00,Credit Card,Pick-up,MasterCard,Izmir,0
10497,121,249.1915828321993,2023-01-05 16:51:00,Debit Card,Pick-up,Amex,Istanbul,0
10498,192,1334.4496851045149,2023-01-12 11:26:00,Bank Transfer,Express,MasterCard,Bursa,0
10499,166,1888.5207257558604,2023-01-21 18:16:00,Bank Transfer,Express,Visa,Izmir,0
10500,175,10538.306317163295,2023-01-23 04:03:00,Debit Card,Express,Visa,Antalya,1
10501,125,199.01287590420029,2023-01-26 03:23:00,Credit Card,Standard,MasterCard,Ankara,0
10502,115,594.767042172697,2023-01-28 08:30:00,Debit Card,Express,Amex,Istanbul,0
10503,150,1864.1218254337562,2023-01-09 22:12:00,Debit Card,Standard,Amex,Izmir,0
10504,185,543.4639439615298,2023-01-02 06:48:00,Debit Card,Express,MasterCard,Izmir,0
10505,156,1573.2823263844925,2023-01-22 13:07:00,Debit Card,Standard,Visa,Istanbul,0
10506,128,1659.0077820609724,2023-01-25 15:04:00,Credit Card,Express,MasterCard,Antalya,0
10507,177,6580.32100671121,2023-01-24 03:45:00,Debit Card,Express,Amex,Antalya,1
10508,191,803.3803742042152,2023-01-14 12:16:00,Credit Card,Express,Amex,Bursa,0
10509,168,927.7426432185313,2023-01-07 10:19:00,Debit Card,Pick-up,MasterCard,Antalya,0
10510,146,492.5811540124601,2023-01-25 16:34:00,Bank Transfer,Pick-up,Visa,Bursa,0
10511,193,1784.3122864512463,2023-01-10 07:29:00,Credit Card,Express,MasterCard,Izmir,0
10512,161,928.7083306230279,2023-01-03 15:11:00,Bank Transfer,Standard,Visa,Istanbul,0
10513,168,1770.7959088893947,2023-01-18 23:04:00,Debit Card,Standard,Visa,Antalya,0
10514,175,256.1022858172345,2023-01-26 10:39:00,Debit Card,Express,MasterCard,Bursa,0
10515,115,1977.136778450256,2023-01-25 00:14:00,Debit Card,Pick-up,MasterCard,Izmir,0
10516,189,914.3825205150556,2023-01-13 10:08:00,Credit Card,Standard,Visa,Antalya,0
10517,189,143.27009976850567,2023-01-14 16:12:00,Bank Transfer,Pick-up,Visa,Ankara,0
10518,147,124.14260406303708,2023-01-17 07:41:00,Credit Card,Standard,Visa,Izmir,0
10519,184,1505.1041520895853,2023-01-10 05:44:00,Credit Card,Express,Visa,Antalya,0
10520,138,1335.1192916971775,2023-01-20 02:47:00,Debit Card,Pick-up,Amex,Izmir,0
10521,199,1614.1545883487956,2023-01-13 13:14:00,Bank Transfer,Standard,MasterCard,Istanbul,0
10522,132,255.46669120797162,2023-01-11 19:09:00,Debit Card,Express,Visa,Istanbul,0
10523,193,119.36319071931928,2023-01-21 19:23:00,Credit Card,Express,MasterCard,Istanbul,0
10524,122,1041.729614422778,2023-01-19 00:00:00,Debit Card,Express,Visa,Ankara,0
10525,109,805.8107013914006,2023-01-22 09:46:00,Bank Transfer,Pick-up,MasterCard,Istanbul,0
10526,168,950.7965265083637,2023-01-26 01:11:00,Debit Card,Pick-up,MasterCard,Ankara,0
10527,199,1983.5973972970344,2023-01-12 03:41:00,Bank Transfer,Express,Visa,Istanbul,0
10528,133,1942.9624174578069,2023-01-21 00:10:00,Bank Transfer,Pick-up,Visa,Izmir,0
10529,151,1887.515009862726,2023-01-16 20:00:00,Debit Card,Standard,MasterCard,Antalya,0
10530,194,1578.493219696964,2023-01-29 22:52:00,Credit Card,Express,MasterCard,Antalya,0
10531,109,741.9406525009363,2023-01-07 21:40:00,Debit Card,Express,MasterCard,Istanbul,0
10532,118,853.6553140124046,2023-01-03 17:24:00,Credit Card,Pick-up,Amex,Antalya,0
10533,157,1121.7512852519028,2023-01-20 11:34:00,Credit Card,Express,Visa,Istanbul,0
10534,195,1669.542189989438,2023-01-07 19:03:00,Debit Card,Standard,Amex,Istanbul,0
10535,100,183.99002341062214,2023-01-26 20:53:00,Credit Card,Pick-up,Amex,Bursa,0
10536,168,877.3789274755318,2023-01-10 04:33:00,Credit Card,Pick-up,Visa,Bursa,0
10537,103,211.10444374557395,2023-01-18 00:04:00,Debit Card,Express,Visa,Bursa,0
10538,115,1053.5822938183476,2023-01-18 09:48:00,Debit Card,Express,Amex,Ankara,0
10539,123,1802.856606812159,2023-01-01 03:11:00,Debit Card,Express,Visa,Bursa,0
10540,179,1575.8456028996789,2023-01-18 09:54:00,Credit Card,Pick-up,MasterCard,Istanbul,0
10541,101,494.29271420906446,2023-01-04 09:57:00,Bank Transfer,Express,MasterCard,Izmir,0
10542,191,1953.1821567176453,2023-01-27 19:19:00,Credit Card,Standard,Amex,Bursa,0
10543,131,1351.3332761905353,2023-01-18 22:32:00,Bank Transfer,Express,Amex,Bursa,0
10544,190,70.33401382493598,2023-01-30 19:28:00,Debit Card,Express,Visa,Izmir,0
10545,183,548.056295136178,2023-01-15 09:06:00,Bank Transfer,Pick-up,Visa,Istanbul,0
10546,123,558.3909348438373,2023-01-10 12:02:00,Debit Card,Express,Amex,Ankara,0
10547,111,185.04589725742687,2023-01-19 14:02:00,Debit Card,Pick-up,Amex,Bursa,0
10548,149,1921.6617102480616,2023-01-17 05:43:00,Bank Transfer,Express,MasterCard,Izmir,0
10549,134,982.5978244230513,2023-01-20 07:16:00,Debit Card,Standard,MasterCard,Istanbul,0
10550,132,11636.065521172966,2023-01-17 05:26:00,Bank Transfer,Standard,Visa,Antalya,1
10551,132,678.3202317170253,2023-01-18 19:42:00,Debit Card,Pick-up,MasterCard,Ankara,0
10552,160,294.2054623440129,2023-01-25 01:22:00,Credit Card,Pick-up,Visa,Izmir,0
10553,150,974.9554143171171,2023-01-30 01:10:00,Credit Card,Express,Visa,Izmir,0
10554,142,272.21543769291844,2023-01-27 01:31:00,Debit Card,Express,Visa,Izmir,0
10555,111,6461.156395003237,2023-01-08 02:34:00,Debit Card,Standard,MasterCard,Bursa,1
10556,166,1844.5795033778452,2023-01-07 09:41:00,Bank Transfer,Express,Amex,Antalya,0
10557,164,1065.4978765767148,2023-01-08 22:10:00,Credit Card,Standard,Amex,Ankara,0
10558,132,1252.1744674454128,2023-01-11 01:59:00,Bank Transfer,Pick-up,MasterCard,Istanbul,0
10559,139,2301.810002759835,2023-01-01 05:31:00,Debit Card,Express,Amex,Istanbul,1
10560,173,135.2844704659405,2023-01-07 18:45:00,Debit Card,Pick-up,Visa,Antalya,0
10561,142,266.07552625062374,2023-01-08 21:42:00,Bank Transfer,Express,Amex,Izmir,0
10562,143,7882.000070492259,2023-01-09 03:40:00,Debit Card,Standard,MasterCard,Izmir,1
10563,128,235.2728130349941,2023-01-23 10:43:00,Credit Card,Pick-up,Amex,Izmir,0
10564,112,783.1861353855572,2023-01-09 06:59:00,Bank Transfer,Pick-up,Visa,Izmir,0
